title,link
山东某热电厂仓库发生火灾被罚款80万元,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488131&idx=1&sn=ebd8f3c35179a620ef145c9cc6a9e204&chksm=ce7dde0af90a571c2705b0cff5ae53c06cc81e1826d8ef68e7e6f807028503fa1636d9f0ec10#rd
进入高电价时代？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488131&idx=2&sn=12f227309966ff4554a3f22a339150f1&chksm=ce7dde0af90a571c95902b00e660b6e1a76c08af9412e1c9d3831e850eed2e66575e17ed8ea6#rd
多人问责！关于甘孜州丹巴县关州电站“1·12”事故追责问责情况通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488131&idx=3&sn=2764498175e25aa3ccaa728f944300e9&chksm=ce7dde0af90a571c99a1c891db5808c6b55acd02ab065685fe57e07eaf353a10d55a40519628#rd
限时免费！电厂班组安全活动实施方案,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488131&idx=5&sn=60e1af65d896459f390fe35912a8cd51&chksm=ce7dde0af90a571c0daee089f43071ff7acecec475b3b571aaf38aa485838de9efd5cb1fe89a#rd
网曝！！吉林这家电厂竟要求员工开具这样的证明,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488129&idx=4&sn=0cef35c87380ec1a3f6056198e8a4120&chksm=ce7dde08f90a571e9a689ab1ca088870add300434867db863343477b75832a23a31c3e470bdd#rd
陕西某厂违规使用锅炉两年被罚25万,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488129&idx=5&sn=3122ccb6e5de92a57e16160c680787ba&chksm=ce7dde08f90a571e070d501e75b8a77a6038a8bda92a405f03d293d157820af451b8c65032f8#rd
突发！3人死亡！关于福建福州红庙岭渗沥液厂爆燃事故通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488127&idx=2&sn=07931e23c43f6f2fe853a731ac0ef695&chksm=ce7ddef6f90a57e0a33cdf06aa149aa93a00c831ae56de8d8ad645f9e2ebfd7ec0f4c1434970#rd
事故瞒报！1死！云南某垃圾电厂循环水管道基坑坍塌事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488127&idx=3&sn=fa08d2e13c1d1cdb05b96da4e5b6004e&chksm=ce7ddef6f90a57e014852e4bf23c9bfd1c41456e4a3c73f9c4e2972e3b405436ca90f39850a4#rd
蓄意瞒报?光大供热管网项目“12.16”触电事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488127&idx=4&sn=ba41336ba6329893f56452e817200ca4&chksm=ce7ddef6f90a57e0d33d8065cff28d6b907939f440a5e416f0f65a9746a87a4c180d1293457f#rd
立案查处！盐城某热电锅炉烟尘最高超标2.914倍！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488127&idx=5&sn=776375ecfd9426d9e6720e3ede9295b2&chksm=ce7ddef6f90a57e054fa246edd4524e652447225103bad22ab38a5e7faf19058406b50542a38#rd
突发！关于福建福州红庙岭渗沥液厂爆燃事故通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488124&idx=1&sn=cbeda1fca560b41dac650877ea3895bc&chksm=ce7ddef5f90a57e35b27997db22845e8d37b6790c92b9641c771b1a0c72dac48428d008dc19c#rd
氧气瓶爆炸3死，黑龙江天宇锅炉辅机有限公司“5·9”较大事故,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488124&idx=2&sn=ccb6f16d3b661a870f6ad3c3fea15136&chksm=ce7ddef5f90a57e38e14ec12c149e47a8c1dca9da683bbc73a6687d6ecc632b5010222a94a63#rd
"3死2伤！“5.6”垃圾库“电击样“中毒事故调查发布,绿色东方新能源外墙缝隙封堵外包作业",http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488124&idx=3&sn=c3229e8219d037bb18000bbb097bc09d&chksm=ce7ddef5f90a57e35fd8e8ae9902bf1cb03baa57a0981a0f027f2db478234e2c8f0c47e9b4d4#rd
85个！最新四川省已建、拟建生活垃圾焚烧发电项目清单,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488124&idx=4&sn=883bb4aba12297320b85d7e07820f5ca&chksm=ce7ddef5f90a57e35a723a392f5d92b4b84eb8216ca4e93295d757779cd14b25a9fccb785138#rd
4月13日山东济南：一垃圾车倒垃圾坠入垃圾池,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488122&idx=2&sn=8b48fea063ba6dd397e60b0b50d830e5&chksm=ce7ddef3f90a57e578d5714381993441b31f65052e7664deed029e524641064319091e0998e7#rd
垃圾电厂事故！垃圾车倒垃圾时不慎掉进垃圾池！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488122&idx=3&sn=a52ed3f61b128bec9978530fc497514c&chksm=ce7ddef3f90a57e5b071879a9d74a7a74428b3a85380b7ca84e9d8493ac60650338acec51dc6#rd
惨呢！工人被撞进垃圾池丧生,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488122&idx=4&sn=0355248e353368099bf41be04b208216&chksm=ce7ddef3f90a57e5390789944ce614ccdd1f59001390ba67c1d9a5e7cc2fb9a2d242c5da5624#rd
【案例】瞒报误操作损失1400万！某电厂汽轮机报废与爆管典型案例,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488120&idx=1&sn=64436eb1ae03990f6dbd46a51b982b4a&chksm=ce7ddef1f90a57e7a788c792dbf241c8b62fef6ba1aabb369302f35a46654d7d1e3970a8919d#rd
硬货丨500张违章、隐患图超全合集,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488120&idx=2&sn=a65ab44ff7c5ebb173336bbd9d487c2c&chksm=ce7ddef1f90a57e7374edc5d7a33499a6f146726776b9491a3d6cc464c0af6185ddd50a3c7ed#rd
中国大型汽轮机之最，这些机组上榜！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488120&idx=3&sn=8003e649f5c77dda1ea45dab25ede55c&chksm=ce7ddef1f90a57e79d48e6031d71e5a472ddb50f09cc8b3e00b5d48c462916ac8a5a652ec391#rd
关于电厂汽轮机凝汽器真空低案例分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488120&idx=4&sn=0b2331ad0ea3641f7c5eab494bbec487&chksm=ce7ddef1f90a57e7c707a79b1b513b0b47f23df40834f083fd06d10bc5abef69b2b097aaefef#rd
2020-2021年电厂汽轮机机组非停分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488120&idx=5&sn=afb1f33f1e05691a4aebddb64ae6b061&chksm=ce7ddef1f90a57e7037eff64e4e2d0908ed6f6472eda46189bbc600e6850288ccfa648f3584a#rd
电厂安全生产的顾虑，我包了！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488120&idx=7&sn=302bf277df39030ad6dc72e400309693&chksm=ce7ddef1f90a57e72c96569fd4f38b19ff25bd4415706a04444398ca1e298ae6766fbd43b244#rd
利用职务便利盗卖电厂煤炭千余吨 陕西五人获刑,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488118&idx=1&sn=b6d94410d027f7cdb0b00e15caca2ef5&chksm=ce7ddefff90a57e9ae6a5d9b82e0584cd07b162ad245c8e965dd20b4ff2664fc9d80a6928ec0#rd
3月7日内蒙某电厂6kV工作进线开关A相接地非计划停运事件报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488118&idx=2&sn=bd4dfddb954501e5ab9ba1196edfe5ce&chksm=ce7ddefff90a57e9456fb03fc357bd9eaf3d60a0caa1a2ffca9e022b81537b8c7bcb7c16c361#rd
致3死!!!某电厂磨煤机热风道内检修典型事故案例,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488118&idx=3&sn=e133e89472a9312795b5336aa05261bb&chksm=ce7ddefff90a57e94026d0b59d4f1d0815e5d757a536c707e32afb26c391884ed27b183f5ed4#rd
晋能控股电力集团阳光电厂二期2×100万千瓦“上大压小”项目勘察设计招标,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488118&idx=4&sn=41ede2ba0efb058c019282add200e469&chksm=ce7ddefff90a57e96a37ba7e9bb5c35cf2ddb06e88b2cd7449e720c513b67f3a55e7e08a05f2#rd
思考!!!关于广东某电厂发电机氢爆事件通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488116&idx=1&sn=f274490c7c3a2ff5c5b58e6f8e47da1a&chksm=ce7ddefdf90a57eb92d1378e1b373dbec47ed4594d81f62fea97182bfe1ddbbf1a85de3da64b#rd
辣瓶！广东某电厂“2·23”人身伤亡事故报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488116&idx=2&sn=7ff7bbc6ec9b66a575db20955b2a541d&chksm=ce7ddefdf90a57eb14c52e64f845575f775c437b7a36c280019e19174d0d3b05e66ac8988897#rd
恐怖！近几年电厂输煤系统火灾事故汇总,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488116&idx=4&sn=7cc4c4dee7b2814aae8f6024d5b4e711&chksm=ce7ddefdf90a57eb0422f4cec37de6d10139a1f1083982e686cdd51bf714605c48bba8fb13ea#rd
关于贵州某电厂锅炉高温硫腐蚀分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488114&idx=1&sn=9091ac409330e8831cf22c7b64801a26&chksm=ce7ddefbf90a57ed7f1ff15aa1a6ffe8c4c49fd3373b88143a2772141be9fa1e6765a1954c18#rd
关于宁夏某厂流化床锅炉爆管炉墙倒塌致1死事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488114&idx=2&sn=c82b56bc634c00b4a4272834f17bfd3c&chksm=ce7ddefbf90a57ed0919afafed9be19304ca639fdc93c0e86dc56e2079c863857841c26a10a4#rd
明确！汕头电厂搬迁…,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488114&idx=3&sn=bf78191367fd2d2ea17e26c7a9205117&chksm=ce7ddefbf90a57ed3543070cf181624f75b34219e8ff9d191aa3ce57f8c8432b7d7ff67d9edb#rd
世界首台350MW超临界CFB锅炉创国内新记录,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488114&idx=4&sn=b4f0328733530f881c16b3bd3cb54fbc&chksm=ce7ddefbf90a57ed9173999e5b8526bdbd627538964577ac317e8837a8cdf1741ee94cc05dd1#rd
1死3烫伤！关于黑龙江某热电锅炉出渣管爆裂事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488112&idx=1&sn=4a8a7635a5869be67aa0bf4e5f30e577&chksm=ce7ddef9f90a57ef834853040f8469d8aa9bed3556de7aed832a4c1efd064b3840121d697e0d#rd
突发!!3死!安徽一工厂突发事故，疑似有限空间中毒窒息事故！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488112&idx=2&sn=fae452c5a0b64df9507212f18719995a&chksm=ce7ddef9f90a57efef1113b5ead1e7370c82828264412465fa5efb5729d85e7a83af46b72348#rd
华能汕头电厂“十四五”时期搬迁！新建2×1000MW机组！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488112&idx=3&sn=bb4b928e5874803d7c7a05f4c74799cd&chksm=ce7ddef9f90a57effa0903d4648d4a59acbf12cfc89a4a40ff3c3a75f1174d97e643d8b155cb#rd
"重磅!!2022版煤电机组标杆煤耗、基准煤耗出台,不达标将被淘汰!",http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488110&idx=1&sn=d5b08488923483d9482c16f704779228&chksm=ce7ddee7f90a57f1170e7709936ee9e224bb5c773b07b3a43b1f46eeece28df69f41f98a9ab3#rd
“上大压小”：新会双水600MW热电联产项目并网发电,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488110&idx=2&sn=b12884da7108122582aa4e0563f7c31f&chksm=ce7ddee7f90a57f1424e7fbe3923d6e80cb80c979953b6a1ed108f96017f3c4bda62d642ec7c#rd
热控背锅了！黑龙江某电厂供热中断分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488110&idx=3&sn=40d2c5a80d79dc9cac44f42d23f189ab&chksm=ce7ddee7f90a57f18d2671c690de53658ac65400754bbfd355c9387d9446c6e7e1a543f6f82d#rd
华电六安电厂停热，27家企业受损,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488110&idx=4&sn=fef24f60761fe2e6aa52f134aef3be7d&chksm=ce7ddee7f90a57f1652565f65d5501adc895efc496b5d87a5938203119c2d5faf2c3d1afd86b#rd
三位原“同煤系”高管同时被查，皆已退休,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488110&idx=5&sn=01a465c3248ae30f5604f5bb8f1585cb&chksm=ce7ddee7f90a57f1ecce3182c13c36088e554033c7fa4439e6e4269f5309df718daa29fba222#rd
国家发改委：有序发展生物质发电 推动向热电联产转型升级,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488107&idx=1&sn=ad3e6f2bd56dd8fdbee53d4974cc6f83&chksm=ce7ddee2f90a57f476bc0757d7d5898a6bee559daa1f1cd1951d13662b5cb12a1dd288cb54d2#rd
突发！海南某风机机组坠毁！熊熊大火,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488107&idx=2&sn=bbb42ee03bd202e21bf7733032c93c9e&chksm=ce7ddee2f90a57f4f9028fc14cdd93cab6dc8788bc80464e2a597de8549176e9b6fbe0056e88#rd
突发！黑龙江一锅炉辅机车间发生爆炸致2死1伤,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488107&idx=3&sn=b29aaac5ba2a607dc8b9b21edc6bc4d4&chksm=ce7ddee2f90a57f4188b958b6877d79a6b8c0cb286bcb88fd572d300a15609ea3298cc5e1d41#rd
3人遇难！山西晋中粉煤灰仓倾倒事故救援结束!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488107&idx=4&sn=a35db7e787f60c85171cc9c9d9931187&chksm=ce7ddee2f90a57f4a917e311e5d2a9d7a1b6c7a5a6a68519e98d97faad366e2fccc7ef6aac97#rd
辣瓶！广西某发电厂“1.5”事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488104&idx=2&sn=bbdb2909d4a4940c7c02282e8997dc01&chksm=ce7ddee1f90a57f7303daf76000716dc26407615fe39ea144ccf5b5ac3cbcc37422105ceb42c#rd
关于近期典型特种设备事故情况的通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488104&idx=3&sn=bfc773a9ab7baae2a66c0e724781529f&chksm=ce7ddee1f90a57f7a6dffa476bf516750a07f85a9a06b68e388da4955c5b346bc8c7cf5d6779#rd
甘肃“1·18”触电事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488104&idx=4&sn=81f0089f9503bd8ff93983a044fa2566&chksm=ce7ddee1f90a57f7bc839f6f47e279075fdb4aa17b4d2a4d1a0f06c006b4c5dede08ec6c5578#rd
大唐集团1台煤电机组拟延寿！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488104&idx=5&sn=4c5736b5abbf4abb81384adb3e69796b&chksm=ce7ddee1f90a57f78585f89ab70b7d61d4764e7f62bc40ddfb20937c1ebe8c58d63fc852b4ec#rd
离职报复！杭州某电力设计院被点了炮仗,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488102&idx=1&sn=cdc1c5cda0b28a03eb8a74f9b679da54&chksm=ce7ddeeff90a57f915aae7a440367f772d46f428195c23d93ecd57cd5a5038a2075917b5a64a#rd
重磅！自备电厂禁止停机从公网购电??,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488102&idx=2&sn=693ea78c39f936bad9f1797439958ed9&chksm=ce7ddeeff90a57f9068cbe9e1cd9cd3ed0dc7800cee8a9f96fde713382e343a239718a25b613#rd
4死3伤！燃气锅炉爆炸事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488102&idx=3&sn=3144e31d570e6eb934cca2e1fdce7066&chksm=ce7ddeeff90a57f96a1a1d83c13a3d9686c9b5a81d9564c35487049cacd7a9540aa8ed4b546c#rd
糊涂交班，盲目操作被炸飞，记黑龙江双鸭山锅炉爆炸事故,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488102&idx=4&sn=acd3e9f698c0a6b5aa7a6d6b9dc11649&chksm=ce7ddeeff90a57f9843424361f84fb1c68c2226bdd004d49e4b040711e9a5c4558e96d95a46e#rd
突发！5月6日山西一粉煤灰仓坍塌事故通报！7人被困！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488100&idx=1&sn=96b9ef27fed4b3bffb0460e3d0b2234e&chksm=ce7ddeedf90a57fbc8614d4afb9beaa6970aa01a1d08c49ef05ca08cf4ec1542e8e5269f58ec#rd
国网“6·18” 主变烧损事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488100&idx=2&sn=e5b90d3e77ac5981f0d43b0d2835dc1e&chksm=ce7ddeedf90a57fb1882fc815bedae78fc5499407ab31686ee655d2db3898cb373524e93bf39#rd
不慎坠落！银川某垃圾电厂中毒事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488100&idx=3&sn=c1d71b5898599e9c96fcb5245cbb7949&chksm=ce7ddeedf90a57fbac689903a316bbed189566c239947e9723dc728fce24a3d57c7ab92f088a#rd
突发！某电厂“5.4”高空坠落人身死亡事故快报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488095&idx=1&sn=5f05400cea569c51d7342456971982c5&chksm=ce7dded6f90a57c0180f25dae3c76d444121643e0094ef20a16627b06f000cfc02ef89bc40f7#rd
最新快报！5月2日宁夏某电厂高空坠落死亡事故详细版,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488095&idx=2&sn=85a6409898b15490a4a2f404d2e836db&chksm=ce7dded6f90a57c0b6269dd0b53f897963f04920bdf7f6ae1744699f1c5c58f4116ab00b9c39#rd
安徽一渗滤液处理站“2.16”中毒事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488095&idx=3&sn=abb946a9a30b00129201203dd2745be6&chksm=ce7dded6f90a57c00802bf879819275084e285b50c4350e2098e5918b4df98e158897c66d176#rd
盘点垃圾电厂“爆炸案”,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488095&idx=4&sn=9d6843af7178e45c5ebfe648e9fd4ede&chksm=ce7dded6f90a57c0f0ded7dab617e248e16be83fe697f3a11e6bfede0a9bde5b82a3c6a8d227#rd
蒲城电厂事故死亡名单追踪，这黑幕令人发指！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488095&idx=6&sn=8c16589d75cc85c6a3a5d82d3b5cc74f&chksm=ce7dded6f90a57c0817b45efaa46f0d5ffb506c54d739433f4e55b89fcc0a268376b5a4d0cff#rd
2死1伤！北京环卫集团循环经济产业园11·16事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488095&idx=7&sn=7c2a62b27dfc3ee9b99f18d0bd831e68&chksm=ce7dded6f90a57c07cb2d764f78946dd187beba47bc07ac3d660f87a2e37a9ef7552173acbc3#rd
江苏泰州某垃圾发电“5·24”物体打击事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488095&idx=8&sn=966cdd7a857b2eccb6ce0f864a497acd&chksm=ce7dded6f90a57c0a21efc5b0b730e0dbe6454c1e154e1d31223f4d57d3a7074fba341aacf8a#rd
电厂运行人十种行为导致的事故，值得一看,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488092&idx=3&sn=f180dae86e74d12238513ab2c9b0742a&chksm=ce7dded5f90a57c36cff8615ca974e175b2b7c85f00b087de5b1f96b5705970fc6c17261f0b3#rd
紧急通知️！5月2日宁夏某电厂发生一起人员高空坠落死亡事故,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488089&idx=1&sn=e98954317860ee35cf02b97fafb1804d&chksm=ce7dded0f90a57c6a2667f032061d9ad8320d1f747dc1238f8fe7ddb0292fca927a9ec51e0f5#rd
2人死亡！河北某厂发生料仓坍塌事故！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488086&idx=3&sn=6a3f35aaf636759737845d6644059ea1&chksm=ce7ddedff90a57c9cb347105e4f160c5300161241aaba30a553d10211ce3ac9295681747d87e#rd
警钟长鸣！4月30日某500kV变电站扩建工程2名施工人员高处坠落后死亡,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488086&idx=4&sn=cd43090cb98a0e28fb7992a7a0dd899a&chksm=ce7ddedff90a57c9d70c26191cf4908d39ecf4b12ee462a6f4c683e399d755f4a547ca1bae3e#rd
突发！4月30日一热电站发生大火，这里地理位置敏感,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488083&idx=1&sn=5ec48e6d6410a987c335529a813ef44c&chksm=ce7ddedaf90a57cc31bb24619255d57341de68e8038eef1db653feea05d37d49a067c5779889#rd
【辣瓶】广东某发电公司“9∙30”中毒事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488083&idx=2&sn=5778056d1529e2f5ecdf74edbdfea438&chksm=ce7ddedaf90a57cccdbdfe9e1aea5795c2c7e133ef36af4cf663f8a246a78cf52a48a58495d3#rd
哄抬煤价将严查重查！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488083&idx=3&sn=136500bddc7e0f9e23da5fddd147fdf5&chksm=ce7ddedaf90a57ccaa9c828a355d5e688d431a82ca4c7ff775d5fb243e0bdb522ed9d3a60e94#rd
【辣瓶】河南某电厂4月20日空预器跳闸停机事件报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488080&idx=1&sn=1e6ede42e60b50a5434b4d23013ed28b&chksm=ce7dded9f90a57cf7ba77910104850f5dc4a9f9cd451182ccf4f01968694cee96bd51a312de9#rd
【辣瓶】河南某电厂4月24日小机调门油动机集成块故障停机事件报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488080&idx=2&sn=18127921c4ec93c6d0ced0649f88db64&chksm=ce7dded9f90a57cfb095cd263327ef8235ef275d4b75bc091a323ce5752a3d9f1145c99fb0da#rd
9死4重伤！2021年事故案例汇编,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488077&idx=1&sn=1125d914c917ad89cfdf8258a4f598a6&chksm=ce7ddec4f90a57d2d8e4467d0f52a09953c750ddde0d5ac5b2aec7fcc4ff590897ffa4e98093#rd
广东某电厂“2·23”人身伤亡事故报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488077&idx=2&sn=661fac41d24b9cacb7162717e3360cb1&chksm=ce7ddec4f90a57d20989e8f985f0f6a77dedc75693b9790ec88b895f598661f16f8cadc2a658#rd
华能某电厂回油窗爆破引起爆燃，机组非停！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488077&idx=3&sn=19470480bff4e1867b7daaf36c5b35d3&chksm=ce7ddec4f90a57d21dff0d35fd1bc3c1a302e1347a377c0c984221628ede3000d4c0066252c8#rd
这地全面推动自备电厂参与调峰！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488074&idx=3&sn=3e6dafdcc8fe5ae31052bc77d9c81299&chksm=ce7ddec3f90a57d50457c2b718afe756a191949bf036af5637b58dccabd815d9559ee05d263b#rd
3人死亡！山东德州排污泵站较大中毒事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488071&idx=4&sn=4f0e54600a11eba01a87416a0d6bbe03&chksm=ce7ddecef90a57d83da6764017559688ef5738fa1a5c1466f985bb2a5ac872517cb98061b0a5#rd
91台火电机组灵活性改造！最低要降到10%！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488068&idx=1&sn=de2ad06d48cf0de30a81b4aecc00393b&chksm=ce7ddecdf90a57db672f358ea4d0b4599e7fab5944be22e78f452cb162ee93967a2e4c22b695#rd
领导们考核8万元！内蒙某电厂“4.1” 蒸汽泄漏致非停事件报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488068&idx=2&sn=2fc2d429889ead4dafabbd9e4f53fcdf&chksm=ce7ddecdf90a57db819704b7cd6d1b7d0b2f203addd3ac673e40bd7902eec6c0777eb53075d7#rd
《电力可靠性管理办法（暂行）》公布,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488068&idx=3&sn=2e783ed873a45e76cd1fedd6b0feba96&chksm=ce7ddecdf90a57db8b9d5e0d0c612b8bbc10ddae31c50b3211c550f48350cbb1cac076d1f8ef#rd
国网、南网、大唐等多家电力企业被处罚！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488059&idx=2&sn=fcf2e27172ec01762918d01df3b8437e&chksm=ce7ddeb2f90a57a4d73b8095f23b66f8b0f8218da5c2369ab10c41ea78465047642fbb416d80#rd
百万燃煤机组尾部烟道硫酸铵盐沉积分析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488059&idx=3&sn=0c1ad62e5f15e8cb1dc65b06c9e13611&chksm=ce7ddeb2f90a57a4aa9f92e55374b1214f28741ce5715a89317bff245b34c03f45db392e192b#rd
国家能源局：煤电仍将长时期承担保障电力供应安全的重要作用,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488059&idx=4&sn=9678bdd5cc0dfd5ec05c2379c808bc4c&chksm=ce7ddeb2f90a57a425a3ea427b5146131118cbd7597682e0f8acb6d16ce6e1ae4c577820b943#rd
大唐永州新能源被处罚！因安全风险双重预防机制落实不到位,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488051&idx=1&sn=3aae50b387347b0486bbafe9fa8903da&chksm=ce7ddebaf90a57acd83031eabeb41db322f153f82f3370755189d0efd75cd843b5a4edc18fe1#rd
2021年第四季度主要污染物排放严重超标重点排污单位名单和处理处罚整改情况,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488051&idx=2&sn=ff1b4034087934ccf4c44d77765bd1b7&chksm=ce7ddebaf90a57ac5cb0e0c21d21255dc65f52556fc1673c81be0ad4f66270bae3ea86beebb6#rd
